college_name,state,stream,ug_fee,pg_fee,rating,academic,accommodation,faculty,infrastructure,placement,social_life,institute_canonical,match_type,needs_manual_review
"University Institute of Legal Studies, Panjab University,",Chandigarh,Law,"88,695","1,02,685",7.7,8.6,7,8.4,7.4,6.5,8.3,University Institute of Legal Studies,EXACT,False
Goswami Ganesh Dutt Sanatan Dharama College,Chandigarh,Law,--,--,8.1,8.6,7.6,8.5,8.1,7.1,8.8,Goswami Ganesh Dutt Sanatan Dharama College,EXACT,False
"University Institute of Legal Studies, Chandigarh University",Chandigarh,Law,"1,20,000","90,000",9.1,9.4,8.9,9.3,9.1,8.3,9.6,University Institute of Legal Studies,EXACT,False
"PG Government College for Girls, Chandigarh",Chandigarh,Law,"28,350",--,8.1,7.7,7.4,8.9,8.3,8.2,8,PG Government College for Girls,EXACT,False
National Institute of Technology,Goa,Engineering,"1,44,400","89,400",7.3,8.3,6,8.4,5.6,7.9,7.6,NIT,EXACT,False
Indian Institute of Technology,Goa,Engineering,"2,29,900","32,019",8,8.4,7.9,8.5,7.9,7,8.4,IIT,EXACT,False
Birla Institute of Technology and Science,Goa,Engineering,"3,99,475","3,99,475",8.5,8.4,8.3,7.8,8.7,8.7,8.9,Birla Institute of Technology and Science,EXACT,False
Goa College of Engineering,Goa,Engineering,"59,500","57,375",7.5,7.6,6.7,7.3,8,6.7,8.6,Goa College of Engineering,EXACT,False
"Padre Conceicao College of Engineering, Salcete",Goa,Engineering,"1,30,000","83,500",6.6,7.4,4.2,7.6,6.7,6.8,6.9,Padre Conceicao College of Engineering,EXACT,False
National Centre for Antarctic and Ocean Research,Goa,Engineering,--,--,9.2,9,9,--,--,--,--,National Centre for Antarctic and Ocean Research,EXACT,False
"Shree Rayeshwar Institute of Engineering and Information Technology, North Goa",Goa,Engineering,"1,02,300",--,6.6,6.6,5.9,6.8,6.2,7.2,6.8,Shree Rayeshwar Institute of Engineering and Information Technology,EXACT,False
National Institute of Oceanography,Goa,Engineering,"14,000","14,000",8.8,9.5,8.8,8.9,9.3,8.3,8.2,National Institute of Oceanography,EXACT,False
"Goa University, North Goa",Goa,Engineering,"17,290",--,7.9,8.6,7.4,7.8,7.7,8,7.6,"Goa University, North Goa",EXACT,False
International Institute of Hotel Management,Goa,Engineering,--,--,8.7,8.5,8.5,8.9,8.5,9.1,8.6,International Institute of Hotel Management,EXACT,False
"Government Polytechnic, Bicholim",Goa,Engineering,--,--,--,--,--,--,--,--,--,"Government Polytechnic, Bicholim",EXACT,False
"Agnel Polytechnic, South Goa",Goa,Engineering,"37,200","37,200",--,--,--,--,--,--,--,"Agnel Polytechnic, South Goa",EXACT,False
"Government Polytechnic, Curchorem",Goa,Engineering,"16,000",--,--,--,--,--,--,--,--,"Government Polytechnic, Curchorem",EXACT,False
Government Polytechnic,Goa,Engineering,"42,300","42,300",--,--,--,--,--,--,--,Government Polytechnic,EXACT,False
Goa Institute of Management,Goa,Management,"8,80,000","52,000",8.8,8.7,8.7,8.5,9.2,8.6,8.9,Goa Institute of Management,EXACT,False
Sri Sri Institute of Management Studies,Goa,Management,"3,67,000",--,--,--,--,--,--,--,--,Sri Sri Institute of Management Studies,EXACT,False
Sridora Caculo College of Commerce and Management Studies,Goa,Management,"61,804",--,7.3,8.3,7,8,6.7,6,8,Sridora Caculo College of Commerce and Management Studies,EXACT,False
"St. Xavier's College, Bardez",Goa,Management,"62,194",--,7.6,8.1,7.2,7.9,8.3,5.3,8.6,"St. Xavier's College, Bardez",EXACT,False
"Ann Institute of Hotel Management and Catering Technology, North Goa",Goa,Management,--,--,--,--,--,--,--,--,--,Ann Institute of Hotel Management and Catering Technology,EXACT,False
"Dnyanprassarak Mandal's College of Arts Science Commerce Management Studies & Technology, Bardez",Goa,Management,--,--,6.6,7.2,5.2,7.8,7.2,5.8,6.4,Dnyanprassarak Mandal's College of Arts Science Commerce Management Studies & Technology,EXACT,False
Murgaon Education Societys College of Arts and Commerce,Goa,Management,"62,275",--,8.1,9,7.5,8.5,8.7,6.7,8,Murgaon Education Societys College of Arts and Commerce,EXACT,False
"Rosary College of Commerce and Arts, Salcete",Goa,Management,"63,987",--,7.3,8,5.5,8.5,7.1,6.4,8,Rosary College of Commerce and Arts,EXACT,False
"Goa College of Hospitality and Culinary Education , North Goa",Goa,Management,"85,000",--,--,--,--,--,--,--,--,Goa College of Hospitality and Culinary Education,EXACT,False
"Shree Damodar College of Commerce and Economics, Salcete",Goa,Management,"37,407",--,7.9,7.8,7.1,8.4,8.9,7,8.3,Shree Damodar College of Commerce and Economics,EXACT,False
"Narayan Zantye College of Commerce, North Goa",Goa,Management,--,--,--,--,--,--,--,--,--,Narayan Zantye College of Commerce,EXACT,False
"Goa University, North Goa",Goa,Management,"1,28,875","85,162",7.9,8.6,7.4,7.8,7.7,8,7.6,"Goa University, North Goa",EXACT,False
"S. S. Dempo College of Commerce and Economics, Panji",Goa,Management,"69,856","42,846",6.6,7.3,4.8,6.8,7.5,6.3,7,S. S. Dempo College of Commerce and Economics,EXACT,False
"Don Bosco College, Panji",Goa,Management,"64,554",--,6.3,6.9,4.9,7,6.3,4.4,8.1,"Don Bosco College, Panji",EXACT,False
International Institute of Hotel Management,Goa,Management,--,--,8.7,8.5,8.5,8.9,8.5,9.1,8.6,International Institute of Hotel Management,EXACT,False
Fr. Agnel College of Arts and Commerce,Goa,Management,--,--,--,--,--,--,--,--,--,Fr. Agnel College of Arts and Commerce,EXACT,False
"St. Xavier's College, Bardez",Goa,Science,"7,640","13,010",7.6,8.1,7.2,7.9,8.3,5.3,8.6,"St. Xavier's College, Bardez",EXACT,False
National Institute of Technology,Goa,Science,"28,400",--,7.3,8.3,6,8.4,5.6,7.9,7.6,NIT,EXACT,False
Indian Institute of Technology,Goa,Science,"29,919",--,8,8.4,7.9,8.5,7.9,7,8.4,IIT,EXACT,False
Birla Institute of Technology and Science,Goa,Science,"3,99,475","78,625",8.5,8.4,8.3,7.8,8.7,8.7,8.9,Birla Institute of Technology and Science,EXACT,False
"Government College of Arts Science and Commerce Sanquelim, North Goa",Goa,Science,"8,520",--,--,--,--,--,--,--,--,Government College of Arts Science and Commerce Sanquelim,EXACT,False
National Centre for Antarctic and Ocean Research,Goa,Science,--,--,9.2,9,9,--,--,--,--,National Centre for Antarctic and Ocean Research,EXACT,False
"Carmel College for Women, Salcete",Goa,Science,"9,876",--,7.5,9,5.3,9.3,6.3,6.3,9,"Carmel College for Women, Salcete",EXACT,False
"DCT’s Dhempe College of Arts and Science, Panji",Goa,Science,"7,130",--,7.3,8.2,6.5,8,7.5,5.3,8.5,DCT’s Dhempe College of Arts and Science,EXACT,False
"Dnyanprassarak Mandal's College of Arts Science Commerce Management Studies & Technology, Bardez",Goa,Science,--,--,6.6,7.2,5.2,7.8,7.2,5.8,6.4,Dnyanprassarak Mandal's College of Arts Science Commerce Management Studies & Technology,EXACT,False
"Government College of Arts Science and Commerce Quepem, North Goa",Goa,Science,"5,540",--,7.8,8,8,9.7,6.5,5,9.3,Government College of Arts Science and Commerce Quepem,EXACT,False
"Parvatibai Chowgule College of Arts and Science, Salcete",Goa,Science,"19,305","1,06,140",7.6,7.3,6.3,8.5,8.3,6.6,8.5,Parvatibai Chowgule College of Arts and Science,EXACT,False
"Goa Medical College and Hospital, Tiswadi",Goa,Science,--,--,8.3,8.5,7.5,8.7,8.1,8.4,8.5,Goa Medical College and Hospital,EXACT,False
National Institute of Oceanography,Goa,Science,"14,000","50,000",8.8,9.5,8.8,8.9,9.3,8.3,8.2,National Institute of Oceanography,EXACT,False
"Goa University, North Goa",Goa,Science,"17,290","18,880",7.9,8.6,7.4,7.8,7.7,8,7.6,"Goa University, North Goa",EXACT,False
V.M. Salgaocar Institute of International Hospitality Education,Goa,Science,--,--,--,--,--,--,--,--,--,V.M. Salgaocar Institute of International Hospitality Education,EXACT,False
International Institute of Hotel Management,Goa,Science,--,--,8.7,8.5,8.5,8.9,8.5,9.1,8.6,International Institute of Hotel Management,EXACT,False
"JD Institute of Fashion Technology, Panji",Goa,Science,--,--,--,--,--,--,--,--,--,JD Institute of Fashion Technology,EXACT,False
"Government College of Arts, Science and Commerce, North Goa",Goa,Science,"8,800",--,--,--,--,--,--,--,--,Government College of Arts,EXACT,False
Government Polytechnic,Goa,Science,"42,300",--,--,--,--,--,--,--,--,Government Polytechnic,EXACT,False
"St. Xavier's College, Bardez",Goa,Commerce,"6,180","6,515",7.6,8.1,7.2,7.9,8.3,5.3,8.6,"St. Xavier's College, Bardez",EXACT,False
Birla Institute of Technology and Science,Goa,Commerce,"78,625",--,8.5,8.4,8.3,7.8,8.7,8.7,8.9,Birla Institute of Technology and Science,EXACT,False
"Government College of Arts Science and Commerce Sanquelim, North Goa",Goa,Commerce,"6,260",--,--,--,--,--,--,--,--,Government College of Arts Science and Commerce Sanquelim,EXACT,False
Sridora Caculo College of Commerce and Management Studies,Goa,Commerce,"8,920",--,7.3,8.3,7,8,6.7,6,8,Sridora Caculo College of Commerce and Management Studies,EXACT,False
"CES College of Arts and Commerce, Salcete",Goa,Commerce,--,--,--,--,--,--,--,--,--,CES College of Arts and Commerce,EXACT,False
"Carmel College for Women, Salcete",Goa,Commerce,"8,906","33,906",7.5,9,5.3,9.3,6.3,6.3,9,"Carmel College for Women, Salcete",EXACT,False
"Dnyanprassarak Mandal's College of Arts Science Commerce Management Studies & Technology, Bardez",Goa,Commerce,--,--,6.6,7.2,5.2,7.8,7.2,5.8,6.4,Dnyanprassarak Mandal's College of Arts Science Commerce Management Studies & Technology,EXACT,False
"Government College of Arts Science and Commerce Quepem, North Goa",Goa,Commerce,"4,760",--,7.8,8,8,9.7,6.5,5,9.3,Government College of Arts Science and Commerce Quepem,EXACT,False
Murgaon Education Societys College of Arts and Commerce,Goa,Commerce,"7,708",--,8.1,9,7.5,8.5,8.7,6.7,8,Murgaon Education Societys College of Arts and Commerce,EXACT,False
"Rosary College of Commerce and Arts, Salcete",Goa,Commerce,"8,320","46,787",7.3,8,5.5,8.5,7.1,6.4,8,Rosary College of Commerce and Arts,EXACT,False
"Shree Maliikarjun College of Arts and Commerce, South Goa",Goa,Commerce,"8,780",--,9.5,--,--,--,--,--,--,Shree Maliikarjun College of Arts and Commerce,EXACT,False
"Shree Damodar College of Commerce and Economics, Salcete",Goa,Commerce,"7,805","44,640",7.9,7.8,7.1,8.4,8.9,7,8.3,Shree Damodar College of Commerce and Economics,EXACT,False
"Narayan Zantye College of Commerce, North Goa",Goa,Commerce,"5,440","47,926",--,--,--,--,--,--,--,Narayan Zantye College of Commerce,EXACT,False
"Goa University, North Goa",Goa,Commerce,"10,000","11,105",7.9,8.6,7.4,7.8,7.7,8,7.6,"Goa University, North Goa",EXACT,False
"S. S. Dempo College of Commerce and Economics, Panji",Goa,Commerce,"8,265","39,910",6.6,7.3,4.8,6.8,7.5,6.3,7,S. S. Dempo College of Commerce and Economics,EXACT,False
"Government College of Arts, Science and Commerce, North Goa",Goa,Commerce,"7,250",--,--,--,--,--,--,--,--,Government College of Arts,EXACT,False
Fr. Agnel College of Arts and Commerce,Goa,Commerce,"7,880",--,--,--,--,--,--,--,--,Fr. Agnel College of Arts and Commerce,EXACT,False
"Government College of Arts Science and Commerce Sanquelim, North Goa",Goa,Arts,"6,260",--,--,--,--,--,--,--,--,Government College of Arts Science and Commerce Sanquelim,EXACT,False
"St. Xavier's College, Bardez",Goa,Arts,"5,980","6,515",7.6,8.1,7.2,7.9,8.3,5.3,8.6,"St. Xavier's College, Bardez",EXACT,False
National Institute of Technology,Goa,Arts,"28,400",--,7.3,8.3,6,8.4,5.6,7.9,7.6,NIT,EXACT,False
Indian Institute of Technology,Goa,Arts,"29,919",--,8,8.4,7.9,8.5,7.9,7,8.4,IIT,EXACT,False
Birla Institute of Technology and Science,Goa,Arts,--,--,8.5,8.4,8.3,7.8,8.7,8.7,8.9,Birla Institute of Technology and Science,EXACT,False
"CES College of Arts and Commerce, Salcete",Goa,Arts,--,--,--,--,--,--,--,--,--,CES College of Arts and Commerce,EXACT,False
"Carmel College for Women, Salcete",Goa,Arts,"8,906",--,7.5,9,5.3,9.3,6.3,6.3,9,"Carmel College for Women, Salcete",EXACT,False
"DCT’s Dhempe College of Arts and Science, Panji",Goa,Arts,"6,660",--,7.3,8.2,6.5,8,7.5,5.3,8.5,DCT’s Dhempe College of Arts and Science,EXACT,False
"Dnyanprassarak Mandal's College of Arts Science Commerce Management Studies & Technology, Bardez",Goa,Arts,--,--,6.6,7.2,5.2,7.8,7.2,5.8,6.4,Dnyanprassarak Mandal's College of Arts Science Commerce Management Studies & Technology,EXACT,False
"Government College of Arts Science and Commerce Quepem, North Goa",Goa,Arts,"4,760",--,7.8,8,8,9.7,6.5,5,9.3,Government College of Arts Science and Commerce Quepem,EXACT,False
Murgaon Education Societys College of Arts and Commerce,Goa,Arts,"7,708",--,8.1,9,7.5,8.5,8.7,6.7,8,Murgaon Education Societys College of Arts and Commerce,EXACT,False
"Rosary College of Commerce and Arts, Salcete",Goa,Arts,"8,110",--,7.3,8,5.5,8.5,7.1,6.4,8,Rosary College of Commerce and Arts,EXACT,False
"Shree Maliikarjun College of Arts and Commerce, South Goa",Goa,Arts,"8,920",--,9.5,--,--,--,--,--,--,Shree Maliikarjun College of Arts and Commerce,EXACT,False
"Parvatibai Chowgule College of Arts and Science, Salcete",Goa,Arts,"63,060","18,035",7.6,7.3,6.3,8.5,8.3,6.6,8.5,Parvatibai Chowgule College of Arts and Science,EXACT,False
"Goa College of Art, Panji",Goa,Arts,"23,320","30,000",6.2,7,6.5,7,6.5,3,7,"Goa College of Art, Panji",EXACT,False
"Goa University, North Goa",Goa,Arts,"31,690","27,874",7.9,8.6,7.4,7.8,7.7,8,7.6,"Goa University, North Goa",EXACT,False
"S. S. Dempo College of Commerce and Economics, Panji",Goa,Arts,--,--,6.6,7.3,4.8,6.8,7.5,6.3,7,S. S. Dempo College of Commerce and Economics,EXACT,False
"Don Bosco College, Panji",Goa,Arts,"23,339","50,339",6.3,6.9,4.9,7,6.3,4.4,8.1,"Don Bosco College, Panji",EXACT,False
International Institute of Hotel Management,Goa,Arts,--,--,8.7,8.5,8.5,8.9,8.5,9.1,8.6,International Institute of Hotel Management,EXACT,False
"Government College of Arts, Science and Commerce, North Goa",Goa,Arts,"8,280",--,--,--,--,--,--,--,--,Government College of Arts,EXACT,False
Fr. Agnel College of Arts and Commerce,Goa,Arts,"7,880",--,--,--,--,--,--,--,--,Fr. Agnel College of Arts and Commerce,EXACT,False
Institute of Hotel Management Catering Technology and Applied Nutrition,Goa,Hotel-management,"1,02,978","69,500",8.2,7.9,7.5,8.3,8.5,8.5,8.7,Institute of Hotel Management Catering Technology and Applied Nutrition,EXACT,False
"Ann Institute of Hotel Management and Catering Technology, North Goa",Goa,Hotel-management,"1,95,000",--,--,--,--,--,--,--,--,Ann Institute of Hotel Management and Catering Technology,EXACT,False
"Goa College of Hospitality and Culinary Education , North Goa",Goa,Hotel-management,"1,19,000","35,056",--,--,--,--,--,--,--,Goa College of Hospitality and Culinary Education,EXACT,False
Guardian Angel Institute of Hotel Management and Catering Technology,Goa,Hotel-management,"40,000","40,000",--,--,--,--,--,--,--,Guardian Angel Institute of Hotel Management and Catering Technology,EXACT,False
"S. S. Dempo College of Commerce and Economics, Panji",Goa,Hotel-management,--,--,6.6,7.3,4.8,6.8,7.5,6.3,7,S. S. Dempo College of Commerce and Economics,EXACT,False
Enviroskills Academy,Goa,Hotel-management,"3,50,000","1,02,000",--,--,--,--,--,--,--,Enviroskills Academy,EXACT,False
International Institute of Hotel Management,Goa,Hotel-management,--,--,8.7,8.5,8.5,8.9,8.5,9.1,8.6,International Institute of Hotel Management,EXACT,False
ICAR-Central Coastal Agricultural Research Institute,Goa,Agriculture,"60,000",--,--,--,--,--,--,--,--,ICAR-Central Coastal Agricultural Research Institute,EXACT,False
"Goa University, North Goa",Goa,Agriculture,--,--,7.9,8.6,7.4,7.8,7.7,8,7.6,"Goa University, North Goa",EXACT,False
"Parvatibai Chowgule College of Arts and Science, Salcete",Goa,Medical,"72,370","42,000",7.6,7.3,6.3,8.5,8.3,6.6,8.5,Parvatibai Chowgule College of Arts and Science,EXACT,False
"Goa Medical College and Hospital, Tiswadi",Goa,Medical,"5,62,000",--,8.3,8.5,7.5,8.7,8.1,8.4,8.5,Goa Medical College and Hospital,EXACT,False
"Goa University, North Goa",Goa,Medical,"47,734",--,7.9,8.6,7.4,7.8,7.7,8,7.6,"Goa University, North Goa",EXACT,False
"Goa College of Pharmacy, Panji",Goa,Pharmacy,"88,100",--,5.4,7,4,6.7,4.5,4.8,5.3,"Goa College of Pharmacy, Panji",EXACT,False
"Goa University, North Goa",Goa,Pharmacy,"17,935",--,7.9,8.6,7.4,7.8,7.7,8,7.6,"Goa University, North Goa",EXACT,False
"VM Salgaocar College of Law, Panji",Goa,Law,"21,000","26,400",8,8,8.2,8.1,7.9,7.6,8.4,"VM Salgaocar College of Law, Panji",EXACT,False
"Govind Ramnath Kare College of Law, South Goa",Goa,Law,"27,882","39,512",5.8,8,6,5,8,4,3.5,Govind Ramnath Kare College of Law,EXACT,False
"Goa University, North Goa",Goa,Law,"12,200","39,452",7.9,8.6,7.4,7.8,7.7,8,7.6,"Goa University, North Goa",EXACT,False
North Eastern Regional Institute of Science and Technology,Arunachal Pradesh,Engineering,"20,470","29,640",6.9,7.8,6.7,7.2,6.5,5.1,8.3,North Eastern Regional Institute of Science and Technology,EXACT,False
National Institute of Technology,Arunachal Pradesh,Engineering,"1,45,600","92,172",7.3,7.4,7.1,7.7,6.5,7.4,7.8,NIT,EXACT,False
"Arunodaya University, Itanagar",Arunachal Pradesh,Engineering,--,--,8.4,9,8.5,8.2,9,7.5,7.9,"Arunodaya University, Itanagar",EXACT,False
Himalayan University,Arunachal Pradesh,Engineering,"81,000",--,8.6,8.6,8,8.9,9.1,8.1,9,Himalayan University,EXACT,False
Apex Professional University,Arunachal Pradesh,Engineering,"70,000","87,000",7.4,7.5,7.5,7.5,7.5,7.5,7,Apex Professional University,EXACT,False
Rajiv Gandhi University,Arunachal Pradesh,Engineering,"19,850","16,800",7,7.4,6.6,7.7,7.6,5.4,7.2,Rajiv Gandhi University,EXACT,False
Arunachal University of Studies,Arunachal Pradesh,Engineering,"25,000","32,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4,Arunachal University of Studies,EXACT,False
North East Frontier Technical University,Arunachal Pradesh,Engineering,--,--,8.3,9,7.6,8.5,8.2,8.7,8,North East Frontier Technical University,EXACT,False
Venkateshwara Open University,Arunachal Pradesh,Engineering,"10,000",--,7.9,8.3,7.3,8.5,7.5,7.8,8.2,Venkateshwara Open University,EXACT,False
"Tomi Polytechnic College, Basar",Arunachal Pradesh,Engineering,"45,000",--,--,--,--,--,--,--,--,"Tomi Polytechnic College, Basar",EXACT,False
"Government Polytechnic Laying, Itanagar",Arunachal Pradesh,Engineering,--,--,--,--,--,--,--,--,--,"Government Polytechnic Laying, Itanagar",EXACT,False
"Government Polytechnic Roing, Roing",Arunachal Pradesh,Engineering,"15,050",--,--,--,--,--,--,--,--,"Government Polytechnic Roing, Roing",EXACT,False
Government Polytechnic,Arunachal Pradesh,Engineering,"15,350",--,--,--,--,--,--,--,--,Government Polytechnic,EXACT,False
Rajiv Gandhi Government Polytechnic,Arunachal Pradesh,Engineering,"15,350",--,--,--,--,--,--,--,--,Rajiv Gandhi Government Polytechnic,EXACT,False
"The Global University, Itanagar",Arunachal Pradesh,Engineering,"90,000","1,00,000",--,--,--,--,--,--,--,"The Global University, Itanagar",EXACT,False
"Arunodaya University, Itanagar",Arunachal Pradesh,Management,--,--,8.4,9,8.5,8.2,9,7.5,7.9,"Arunodaya University, Itanagar",EXACT,False
Himalayan University,Arunachal Pradesh,Management,"81,000","7,000",8.6,8.6,8,8.9,9.1,8.1,9,Himalayan University,EXACT,False
North Eastern Regional Institute of Science and Technology,Arunachal Pradesh,Management,"33,080","52,210",6.9,7.8,6.7,7.2,6.5,5.1,8.3,North Eastern Regional Institute of Science and Technology,EXACT,False
National Institute of Technology,Arunachal Pradesh,Management,"29,000",--,7.3,7.4,7.1,7.7,6.5,7.4,7.8,NIT,EXACT,False
Apex Professional University,Arunachal Pradesh,Management,"50,000","19,000",7.4,7.5,7.5,7.5,7.5,7.5,7,Apex Professional University,EXACT,False
Rajiv Gandhi University,Arunachal Pradesh,Management,"8,000","1,500",7,7.4,6.6,7.7,7.6,5.4,7.2,Rajiv Gandhi University,EXACT,False
Arunachal University of Studies,Arunachal Pradesh,Management,"63,000","60,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4,Arunachal University of Studies,EXACT,False
North East Frontier Technical University,Arunachal Pradesh,Management,--,--,8.3,9,7.6,8.5,8.2,8.7,8,North East Frontier Technical University,EXACT,False
Venkateshwara Open University,Arunachal Pradesh,Management,"25,000","38,000",7.9,8.3,7.3,8.5,7.5,7.8,8.2,Venkateshwara Open University,EXACT,False
"Indira Gandhi Technological And Medical Sciences University, Ziro",Arunachal Pradesh,Management,"58,500",--,--,--,--,--,--,--,--,Indira Gandhi Technological And Medical Sciences University,EXACT,False
Rajiv Gandhi Government Polytechnic,Arunachal Pradesh,Management,"15,350",--,--,--,--,--,--,--,--,Rajiv Gandhi Government Polytechnic,EXACT,False
"The Global University, Itanagar",Arunachal Pradesh,Management,"30,000","30,000",--,--,--,--,--,--,--,"The Global University, Itanagar",EXACT,False
North Eastern Regional Institute of Science and Technology,Arunachal Pradesh,Science,"26,400","20,470",6.9,7.8,6.7,7.2,6.5,5.1,8.3,North Eastern Regional Institute of Science and Technology,EXACT,False
"Arunodaya University, Itanagar",Arunachal Pradesh,Science,--,--,8.4,9,8.5,8.2,9,7.5,7.9,"Arunodaya University, Itanagar",EXACT,False
National Institute of Technology,Arunachal Pradesh,Science,"37,172",--,7.3,7.4,7.1,7.7,6.5,7.4,7.8,NIT,EXACT,False
Himalayan University,Arunachal Pradesh,Science,"81,000","10,000",8.6,8.6,8,8.9,9.1,8.1,9,Himalayan University,EXACT,False
Dera Natung Government College,Arunachal Pradesh,Science,"6,250",--,4.3,4.7,1.5,6.3,5,2.3,6,Dera Natung Government College,EXACT,False
Apex Professional University,Arunachal Pradesh,Science,"19,000","56,000",7.4,7.5,7.5,7.5,7.5,7.5,7,Apex Professional University,EXACT,False
"Jawaharlal Nehru College, East Siang",Arunachal Pradesh,Science,"6,740",--,--,--,--,--,--,--,--,"Jawaharlal Nehru College, East Siang",EXACT,False
Rajiv Gandhi University,Arunachal Pradesh,Science,"11,250","8,800",7,7.4,6.6,7.7,7.6,5.4,7.2,Rajiv Gandhi University,EXACT,False
Arunachal University of Studies,Arunachal Pradesh,Science,"53,000","43,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4,Arunachal University of Studies,EXACT,False
"Institute of Distance Education, Rajiv Gandhi University, Itanagar",Arunachal Pradesh,Science,"7,180",--,--,--,--,--,--,--,--,Institute of Distance Education,EXACT,False
North East Frontier Technical University,Arunachal Pradesh,Science,--,--,8.3,9,7.6,8.5,8.2,8.7,8,North East Frontier Technical University,EXACT,False
Venkateshwara Open University,Arunachal Pradesh,Science,"12,500","15,000",7.9,8.3,7.3,8.5,7.5,7.8,8.2,Venkateshwara Open University,EXACT,False
"Indira Gandhi Technological And Medical Sciences University, Ziro",Arunachal Pradesh,Science,"34,000","58,500",--,--,--,--,--,--,--,Indira Gandhi Technological And Medical Sciences University,EXACT,False
Rajiv Gandhi Government Polytechnic,Arunachal Pradesh,Science,"15,350",--,--,--,--,--,--,--,--,Rajiv Gandhi Government Polytechnic,EXACT,False
"The Global University, Itanagar",Arunachal Pradesh,Science,"15,000","30,000",--,--,--,--,--,--,--,"The Global University, Itanagar",EXACT,False
"Mudo Tamo Memorial College, Lower Subansiri",Arunachal Pradesh,Science,"60,000",--,--,--,--,--,--,--,--,Mudo Tamo Memorial College,EXACT,False
"Arunodaya University, Itanagar",Arunachal Pradesh,Commerce,--,--,8.4,9,8.5,8.2,9,7.5,7.9,"Arunodaya University, Itanagar",EXACT,False
Himalayan University,Arunachal Pradesh,Commerce,"81,000",--,8.6,8.6,8,8.9,9.1,8.1,9,Himalayan University,EXACT,False
Dera Natung Government College,Arunachal Pradesh,Commerce,"6,250",--,4.3,4.7,1.5,6.3,5,2.3,6,Dera Natung Government College,EXACT,False
Apex Professional University,Arunachal Pradesh,Commerce,"50,000","38,000",7.4,7.5,7.5,7.5,7.5,7.5,7,Apex Professional University,EXACT,False
"Indira Gandhi Government College, Lohit",Arunachal Pradesh,Commerce,--,--,--,--,--,--,--,--,--,"Indira Gandhi Government College, Lohit",EXACT,False
"Jawaharlal Nehru College, East Siang",Arunachal Pradesh,Commerce,"6,340",--,--,--,--,--,--,--,--,"Jawaharlal Nehru College, East Siang",EXACT,False
"Saint Claret College, Ziro",Arunachal Pradesh,Commerce,"42,600",--,--,--,--,--,--,--,--,"Saint Claret College, Ziro",EXACT,False
Rajiv Gandhi University,Arunachal Pradesh,Commerce,"6,000","20,025",7,7.4,6.6,7.7,7.6,5.4,7.2,Rajiv Gandhi University,EXACT,False
Arunachal University of Studies,Arunachal Pradesh,Commerce,"60,000","28,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4,Arunachal University of Studies,EXACT,False
North East Frontier Technical University,Arunachal Pradesh,Commerce,--,--,8.3,9,7.6,8.5,8.2,8.7,8,North East Frontier Technical University,EXACT,False
Venkateshwara Open University,Arunachal Pradesh,Commerce,"10,000","12,500",7.9,8.3,7.3,8.5,7.5,7.8,8.2,Venkateshwara Open University,EXACT,False
"Indira Gandhi Technological And Medical Sciences University, Ziro",Arunachal Pradesh,Commerce,"34,000",--,--,--,--,--,--,--,--,Indira Gandhi Technological And Medical Sciences University,EXACT,False
"Don Bosco College, Itanagar",Arunachal Pradesh,Commerce,"37,900",--,--,--,--,--,--,--,--,"Don Bosco College, Itanagar",EXACT,False
"The Global University, Itanagar",Arunachal Pradesh,Commerce,"13,000","13,000",--,--,--,--,--,--,--,"The Global University, Itanagar",EXACT,False
"Mahabodhi Lord Buddha College, Namsai",Arunachal Pradesh,Commerce,"30,000",--,--,--,--,--,--,--,--,"Mahabodhi Lord Buddha College, Namsai",EXACT,False
Dera Natung Government College,Arunachal Pradesh,Arts,"6,250",--,4.3,4.7,1.5,6.3,5,2.3,6,Dera Natung Government College,EXACT,False
North Eastern Regional Institute of Science and Technology,Arunachal Pradesh,Arts,"33,080",--,6.9,7.8,6.7,7.2,6.5,5.1,8.3,North Eastern Regional Institute of Science and Technology,EXACT,False
"Arunodaya University, Itanagar",Arunachal Pradesh,Arts,--,--,8.4,9,8.5,8.2,9,7.5,7.9,"Arunodaya University, Itanagar",EXACT,False
Himalayan University,Arunachal Pradesh,Arts,"81,000",--,8.6,8.6,8,8.9,9.1,8.1,9,Himalayan University,EXACT,False
Apex Professional University,Arunachal Pradesh,Arts,"19,000","15,000",7.4,7.5,7.5,7.5,7.5,7.5,7,Apex Professional University,EXACT,False
"Indira Gandhi Government College, Lohit",Arunachal Pradesh,Arts,--,--,--,--,--,--,--,--,--,"Indira Gandhi Government College, Lohit",EXACT,False
"Jawaharlal Nehru College, East Siang",Arunachal Pradesh,Arts,"5,940","3,030",--,--,--,--,--,--,--,"Jawaharlal Nehru College, East Siang",EXACT,False
"Saint Claret College, Ziro",Arunachal Pradesh,Arts,"40,600",--,--,--,--,--,--,--,--,"Saint Claret College, Ziro",EXACT,False
"St Francis Sales College, West Siang",Arunachal Pradesh,Arts,"50,700",--,7.5,8,8,8,7,6,8,"St Francis Sales College, West Siang",EXACT,False
